Date,CPI,E INFL,GDP growth,retail food services,PPI,Risk Premium,QE,Real interest rate,unemployment,oil,Open,High,Low,Close,Volume,M2NS
2012-12-01,1.741022,2.1029068,3.7501872232916513,408981,1.7,1.1649553,2901149.5,-0.17237745,7.9,109.49,1416.34,1448.0,1398.11,1426.19,36882322222.0,10531.4
2013-01-01,1.594865,1.3155854,4.322068885312511,412420,1.8,1.2165788,2966026.0,0.08440142,8.0,112.96,1426.19,1509.94,1426.19,1498.11,42138061110.0,10506.6
2013-02-01,1.977924,1.3608065,4.495241706725929,417383,2.7,1.2050741,3068737.5,0.17210018,7.7,116.05,1498.11,1530.94,1485.01,1514.68,38485266666.0,10480.0
2013-03-01,1.473896,1.0049408,-0.002187933956331989,414116,-0.2,1.153486,3170836.25,0.05034072,7.5,108.47,1514.68,1570.28,1501.48,1569.19,38070616668.0,10626.9
2013-04-01,1.063085,1.4563149,-1.0560369045750715,412015,-0.2,1.1647183,3264238.0,-0.02421188,7.6,102.25,1569.18,1597.57,1536.03,1597.57,42832222222.0,10655.8
2013-05-01,1.361965,1.1780254,0.8996663966591245,414466,2.2,1.1759681,3355983.8,-0.01939123,7.5,102.56,1597.55,1687.18,1581.28,1630.74,42470694447.0,10578.7
2013-06-01,1.754417,1.3532103,1.8885644757772229,415550,4.5,1.2359215,3440056.75,0.22769375,7.5,102.92,1631.71,1654.19,1560.33,1606.28,41637105556.0,10643.3
2013-07-01,1.960682,1.0030329,2.981096656001723,418500,4.3,1.292494,3536213.8,0.54638104,7.3,107.93,1609.78,1698.78,1604.57,1685.73,37837122221.0,10682.3
2013-08-01,1.518368,1.797427,5.053779217402221,417575,1.5,1.2864123,3630451.5,0.47506869,7.2,111.28,1689.42,1709.67,1627.47,1632.97,36001561112.0,10738.0
2013-09-01,1.184925,2.202423,4.650771211885319,417861,-0.5,1.3064023,3693106.75,0.54083451,7.2,111.6,1635.95,1729.86,1633.41,1681.55,36763561110.0,10805.9
2013-10-01,0.9636127,1.5555239,3.421209916153604,419434,-1.0,1.2680435,3800415.6,0.49296942,7.2,109.08,1682.41,1775.22,1646.47,1756.54,42581888889.0,10933.0
2013-11-01,1.237072,1.4505754,1.8410008255315196,420688,-0.6,1.2602462,3897885.75,0.48963774,6.9,107.79,1758.7,1813.55,1746.2,1805.81,35348994444.0,10977.2
2013-12-01,1.501736,1.9240314,-2.7714607783596334,422955,0.5,1.2365995,3991804.5,0.41829993,6.7,110.76,1806.55,1849.44,1767.99,1848.36,36088233332.0,11104.3
2014-01-01,1.578947,1.6382453,-4.447324210806261,419245,1.3,1.2914453,4064681.0,0.68063671,6.6,108.12,1845.86,1850.84,1770.45,1782.59,42151061111.0,11101.6
2014-02-01,1.126349,1.5858281,-0.09109702085806237,425006,1.4,1.2523933,4134488.75,0.50867731,6.7,108.9,1782.68,1867.92,1737.92,1859.45,38736438890.0,11153.4
2014-03-01,1.512203,1.2194617,4.581245682031881,429468,3.0,1.2399027,4200543.75,0.58045318,6.7,107.48,1857.68,1883.97,1834.44,1872.34,39936127779.0,11278.4
2014-04-01,1.952858,1.653011,5.923702065326145,433648,4.8,1.2713635,4271396.8,0.7022221,6.2,107.76,1873.96,1897.28,1814.36,1883.95,39775450001.0,11331.6
2014-05-01,2.127111,1.76839,6.548388267179556,434471,3.9,1.2451624,4322501.5,0.62685415,6.3,109.54,1884.39,1924.03,1859.79,1923.57,35346461112.0,11274.8
2014-06-01,2.072341,1.5265458,6.0033015066721145,435577,4.0,1.2307904,4352084.25,0.62452944,6.1,111.8,1923.87,1968.17,1915.98,1960.23,35157433333.0,11336.8
2014-07-01,1.992329,1.8594911,5.296033907738449,436347,3.6,1.2255665,4395203.2,0.59099495,6.2,106.77,1962.29,1991.39,1930.67,1930.67,36958161110.0,11391.8
2014-08-01,1.699611,1.8065541,2.8050134866090293,439596,2.8,1.2286231,4417173.5,0.6494057,6.1,101.61,1929.8,2005.04,1904.78,2003.37,32295077776.0,11422.7
2014-09-01,1.657919,2.1150395,1.6416409780719619,438665,2.5,1.2179332,4436408.25,0.58085993,5.9,97.09,2004.07,2019.26,1964.04,1972.29,37058888889.0,11470.6
2014-10-01,1.66434,1.6022445,0.6733236806226355,440261,0.9,1.2299821,4469678.6,0.7009647,5.7,87.43,1971.44,2018.19,1820.66,2018.05,52063355557.0,11538.6
2014-11-01,1.322355,1.321155,2.130907593257836,441328,-0.3,1.2211969,4488542.5,0.71330026,5.8,79.44,2018.21,2075.76,2001.01,2067.56,35333438888.0,11615.0
2014-12-01,0.7564933,2.1860996,3.753526662335579,438686,-5.0,1.1374824,4496884.8,0.38472537,5.6,62.34,2065.78,2093.55,1972.56,2058.9,44857677778.0,11760.0
2015-01-01,-0.08934832,0.91604112,3.166286262610008,436395,-11.8,1.2003966,4507150.25,0.7099428,5.7,47.76,2058.9,2072.36,1988.12,1994.99,42961133334.0,11759.0
2015-02-01,-0.0251298,0.38334206,3.0205467316898775,435744,-14.6,1.169366,4496402.25,0.53838038,5.5,58.1,1996.67,2119.59,1980.9,2104.5,38208644446.0,11847.1
2015-03-01,-0.07363739,0.79843856,3.980512218890005,442131,-15.5,1.2316641,4488338.25,0.75170542,5.4,55.89,2105.23,2117.52,2039.69,2067.89,42597694444.0,11956.7
2015-04-01,-0.1995174,1.5899931,2.0682516992389215,443119,-17.4,1.1847672,4482355.6,0.41032252,5.4,59.52,2067.63,2125.92,2048.38,2085.51,40033855554.0,12004.7
2015-05-01,-0.03993275,1.7028274,1.0964529929412266,446198,-14.6,1.2105168,4479564.0,0.53392144,5.6,64.08,2087.38,2134.72,2067.93,2107.39,36215405555.0,11907.9
2015-06-01,0.1237712,1.7750546,1.4554695249791698,446744,-13.5,1.2124344,4479059.25,0.5537778,5.3,61.48,2108.64,2129.87,2056.32,2063.11,40674433334.0,11962.5
2015-07-01,0.1695698,1.8011251,2.035540563979361,450243,-14.1,1.2396006,4488001.4,0.6670749,5.2,56.56,2067.0,2132.82,2044.02,2103.84,43289216666.0,12012.9
2015-08-01,0.1950793,1.7247986,0.5859871541772446,450183,-15.1,1.2152095,4484473.0,0.54830556,5.1,46.52,2104.49,2112.66,1867.01,1972.18,47014883334.0,12070.4
2015-09-01,-0.03612975,1.92835583,0.33559709694000217,448506,-17.3,1.2110942,4484700.6,0.51245991,5.0,47.62,1970.09,2020.86,1871.91,1920.03,44438538889.0,12138.2
2015-10-01,0.1705744,1.3119821,0.16187936056375252,447191,-15.9,1.2014385,4495400.0,0.52877171,5.0,48.43,1919.65,2094.32,1893.7,2079.36,47691611111.0,12171.5
2015-11-01,0.5017976,1.3066673,0.5533593187945098,449027,-15.2,1.215392,4486380.75,0.6662057,5.1,44.27,2080.76,2116.48,2019.39,2080.41,42190883334.0,12297.9
2015-12-01,0.7295198,1.46795515,2.4112530762268225,450939,-13.5,1.2234686,4486241.6,0.64742223,5.0,38.01,2082.93,2104.27,1993.26,2043.94,46471811112.0,12427.3
2016-01-01,1.373087,1.47498776,3.2966916621615967,447626,-9.4,1.2456638,4489872.5,0.73450597,4.8,30.7,2038.2,2038.2,1812.29,1940.24,51338761111.0,12478.4
2016-02-01,1.0178,1.11589387,2.561468533418272,452393,-9.8,1.2014762,4485799.5,0.538738,4.9,32.18,1936.94,1962.96,1810.1,1932.23,51694200001.0,12517.1
2016-03-01,0.8525362,0.78224551,0.7622020718414522,450886,-9.4,1.1836192,4484319.6,0.55140742,5.0,38.21,1937.09,2072.21,1937.09,2059.74,51466344444.0,12684.8
2016-04-01,1.12511,1.68966418,0.8310124212601542,452345,-7.7,1.1449932,4487148.5,0.34527268,5.1,41.58,2056.62,2111.05,2033.8,2065.3,45069438891.0,12778.6
2016-05-01,1.019323,1.66012215,0.7298196301928539,454211,-8.1,1.1676221,4472633.25,0.41364983,4.8,46.74,2067.17,2103.48,2025.91,2096.95,43824222222.0,12708.4
2016-06-01,0.9973265,1.28116185,2.827731029579227,459028,-7.2,1.1772199,4469248.6,0.51909852,4.9,48.25,2093.94,2120.55,1991.68,2098.86,48251499999.0,12789.0
2016-07-01,0.8271388,1.64813436,2.9115048144061326,457977,-6.2,1.1481324,4472069.5,0.16534694,4.8,44.95,2099.34,2177.09,2074.02,2173.6,38627916669.0,12850.1
2016-08-01,1.062875,1.5900866,2.183691515281795,458655,-5.3,1.1692884,4466789.0,0.22683746,4.9,45.84,2173.15,2193.81,2147.58,2170.95,42005727779.0,12946.7
2016-09-01,1.463784,2.06443724,2.086544756861299,461741,-2.2,1.1757562,4466515.75,0.2160743,5.0,46.57,2171.33,2187.87,2119.12,2168.27,42927911109.0,13016.2
2016-10-01,1.635988,1.74399736,1.9448494924857966,462611,-0.8,1.1841811,4459703.25,0.28979681,4.9,49.52,2164.33,2169.6,2114.72,2126.15,40664794445.0,13079.4
2016-11-01,1.692537,1.90220184,1.5575202318015595,462194,0.6,1.2044047,4454779.2,0.34660933,4.7,44.73,2128.68,2214.1,2083.79,2198.81,49055422221.0,13191.8
2016-12-01,2.074622,2.2917332,2.543181611267535,468582,4.7,1.3290649,4460032.75,0.70045658,4.7,53.31,2200.17,2277.53,2187.44,2238.83,41806244445.0,13299.9
2017-01-01,2.500042,2.1027318,1.7597684625792285,473392,8.1,1.2897367,4454801.5,0.72565107,4.7,54.58,2251.57,2300.99,2245.13,2278.87,39157322225.0,13281.6
2017-02-01,2.737958,1.94277371,1.1683741222937434,473460,10.3,1.2876996,4458373.75,0.77438158,4.6,54.87,2285.59,2371.54,2271.65,2363.64,38423566667.0,13305.6
2017-03-01,2.380612,1.50314821,1.1679232948681701,472283,9.4,1.2920425,4467057.8,0.91650302,4.4,51.59,2380.13,2400.98,2322.25,2362.72,45304316665.0,13491.7
2017-04-01,2.19969,1.71866969,2.2126408364152077,474137,9.8,1.2598127,4477134.5,0.76575378,4.4,52.31,2362.34,2398.16,2328.95,2384.2,36258705554.0,13565.0
2017-05-01,1.874878,1.56480634,2.16930285550601,471768,7.5,1.2578464,4468515.8,0.7764088,4.4,50.33,2388.5,2418.71,2352.72,2411.8,44226205556.0,13474.1
2017-06-01,1.633488,0.95868776,3.6054543300738,473656,6.0,1.1985039,4469079.0,0.73611135,4.3,46.37,2415.65,2453.82,2405.7,2423.41,45001383335.0,13522.1
2017-07-01,1.727978,1.71215951,3.072586594142944,473637,5.8,1.2285199,4469040.25,0.72501612,4.3,48.48,2431.39,2484.04,2407.7,2470.3,35094111112.0,13584.4
2017-08-01,1.938974,1.65217832,3.567531311689625,474544,7.2,1.2097536,4462999.4,0.67086016,4.4,51.7,2477.1,2490.87,2417.35,2471.65,39231127777.0,13653.7
2017-09-01,2.232964,2.05780237,3.938778489476568,484243,7.9,1.1819244,4459721.25,0.56521264,4.3,56.15,2474.42,2519.44,2446.55,2519.36,36854433335.0,13705.5
2017-10-01,2.041129,1.95269933,4.639996952027174,484880,8.2,1.228287,4462669.25,0.72914351,4.2,57.51,2521.2,2582.98,2520.4,2575.26,39373094446.0,13750.7
2017-11-01,2.202583,2.06917502,3.808218093098146,489882,9.6,1.2272774,4450387.0,0.75219045,4.2,62.71,2583.21,2657.74,2557.45,2647.58,40651811110.0,13819.9
2017-12-01,2.109082,2.82407476,3.0402241882954577,493332,8.1,1.1610032,4446506.0,0.57304923,4.1,64.37,2645.1,2694.97,2605.52,2673.61,36250661111.0,13945.0
2018-01-01,2.070508,1.9048938,1.710799161920716,491248,7.2,1.218308,4437893.4,0.87378801,4.0,69.08,2683.73,2872.87,2682.36,2823.81,42700066668.0,13863.1
2018-02-01,2.211795,2.13804094,3.748967924144372,494424,7.7,1.2912536,4415167.25,1.08846929,4.1,65.32,2816.45,2835.96,2532.69,2713.83,44210783334.0,13849.1
2018-03-01,2.359711,1.68874433,2.3253054647086575,493527,7.8,1.2306141,4399193.75,1.02953583,4.0,66.02,2715.22,2801.9,2585.89,2640.87,42427666668.0,14031.0
2018-04-01,2.462744,1.84679022,2.6367337931429597,494686,7.3,1.2328859,4382144.25,1.01435433,4.0,72.11,2633.45,2717.49,2553.8,2648.05,38693661110.0,14069.5
2018-05-01,2.801012,1.96778394,2.5495613630051004,500671,10.4,1.2843951,4343353.0,1.2160918,3.8,76.98,2642.96,2742.24,2594.62,2705.27,42009600001.0,13980.4
2018-06-01,2.871548,1.59099529,3.6141690229313164,499116,10.6,1.2620296,4316371.0,1.24572814,4.0,74.41,2718.7,2791.47,2691.99,2718.37,43022061111.0,14074.7
2018-07-01,2.949515,2.12308939,3.129782155967706,502596,10.8,1.2543079,4287565.25,1.15523371,3.8,74.25,2704.95,2848.03,2698.95,2816.29,35856761112.0,14109.6
2018-08-01,2.69918,2.12845808,2.8708485590001303,502503,9.6,1.2734675,4238067.8,1.25524162,3.8,72.53,2821.17,2916.5,2796.34,2901.52,38465677777.0,14164.9
2018-09-01,2.276972,2.41001454,0.9811362292699732,500518,8.8,1.2468578,4205069.0,1.1321469,3.7,78.89,2896.96,2940.91,2864.12,2913.98,34717822221.0,14199.5
2018-10-01,2.52247,2.21216657,-0.2855509127726519,505965,9.7,1.2740029,4167971.4,1.30012681,3.8,81.03,2926.29,2939.86,2603.54,2711.74,50737738886.0,14201.4
2018-11-01,2.176601,2.16701625,0.3524035911047756,507282,6.4,1.2667843,4122799.0,1.30865835,3.8,64.75,2717.58,2815.15,2631.09,2760.17,44488950002.0,14255.1
2018-12-01,1.910159,1.98107002,1.8583406919942846,498336,4.7,1.2442892,4083567.0,1.25496666,3.9,57.36,2790.5,2800.18,2346.58,2506.85,46401427779.0,14448.8
2019-01-01,1.551235,1.8039584,2.6816199550500874,501305,1.2,1.2070958,4050343.0,1.04043434,4.0,59.41,2476.96,2708.95,2443.96,2704.1,44667572224.0,14423.8
2019-02-01,1.520135,1.78943106,2.3167351106969445,503037,-0.1,1.2130935,4002697.75,1.06818285,3.8,63.96,2702.32,2813.49,2681.83,2784.49,38990794445.0,14401.9
2019-03-01,1.862523,1.37532429,2.743118078760522,509552,1.5,1.0207319,3964764.5,0.51720765,3.8,66.14,2798.22,2860.31,2722.27,2834.4,43664600000.0,14572.5
2019-04-01,1.99644,2.0373803,1.5913134954375696,510367,1.8,1.0600166,3933098.25,0.42030375,3.6,71.23,2848.63,2949.52,2848.63,2945.83,38669355556.0,14623.0
2019-05-01,1.790228,2.18513987,3.6443646228602167,512883,-1.5,1.1371593,3871707.0,0.5404288,3.7,71.32,2952.33,2954.13,2750.52,2752.06,42700066667.0,14575.0
2019-06-01,1.648485,1.60914045,4.288364144658134,513694,-3.9,1.1289913,3842108.25,0.42130162,3.6,64.22,2751.53,2964.15,2728.81,2941.76,39378550001.0,14734.8
2019-07-01,1.811465,1.74765616,4.090818423069203,518670,-3.6,1.1479148,3803776.8,0.44057188,3.7,63.92,2971.41,3027.98,2952.22,2980.38,39083038891.0,14814.4
2019-08-01,1.74978,1.71433646,3.5862066586976993,521158,-4.2,1.1609962,3773093.25,0.42005179,3.7,59.04,2980.32,3013.59,2822.12,2926.46,44221911112.0,14896.1
2019-09-01,1.711305,1.64492794,0.22033656796165424,517755,-5.2,1.1464023,3808397.75,0.23500552,3.5,62.83,2909.01,3021.99,2891.85,2976.74,41106850002.0,14986.8
2019-10-01,1.764043,1.72460183,-0.46033759938924534,519519,-6.0,1.184165,3970156.0,0.36832453,3.6,59.71,2983.69,3050.1,2855.94,3037.56,43091416667.0,15112.2
2019-11-01,2.051278,1.69729979,3.5190304759187834,521774,-3.3,1.1995382,4042612.25,0.43361185,3.6,63.21,3050.72,3154.26,3050.72,3140.98,40099955556.0,15259.4
2019-12-01,2.28513,1.70378442,6.238239734960034,525903,-2.0,1.2196729,4115957.5,0.51426493,3.6,67.31,3143.85,3247.93,3070.33,3230.78,40030000000.0,15412.5
2020-01-01,2.486572,1.79710932,3.4651986587878447,524063,0.2,1.2199695,4159312.4,0.50509631,3.5,63.65,3244.67,3337.77,3214.64,3225.52,42835788888.0,15397.1
2020-02-01,2.334874,1.64596366,-11.4523816837936,526174,-2.5,1.1906984,4169900.75,0.31598579,3.5,55.66,3235.66,3393.52,2855.84,2954.22,46829038886.0,15382.3
2020-03-01,1.539327,0.98707392,-46.03976219610814,480150,-7.7,1.019973,4618977.0,-0.12783745,4.4,32.01,2974.28,3136.72,2191.86,2584.59,89889499999.0,16051.5
2020-04-01,0.3290967,-0.05035367,-76.69128282756671,407025,-16.6,1.0322013,6298340.0,-0.11159442,14.7,18.38,2498.08,2954.86,2447.49,2912.43,68424138891.0,17097.7
2020-05-01,0.1179264,-0.21879037,-9.80446893710007,483066,-13.1,1.0736871,6947555.25,-0.02785652,13.2,29.38,2869.09,3068.67,2766.64,3044.31,60623327144.0,17762.5
2020-06-01,0.6457331,0.51275711,34.03170677581108,525093,-9.1,1.068222,7127786.25,-0.15369936,11.0,40.27,3038.78,3233.13,2965.66,3100.29,72383009071.0,18099.1
2020-07-01,0.9860818,1.57200144,46.16881513529715,536087,-7.7,1.0530717,6960429.4,-0.3453445,10.2,43.24,3105.92,3279.99,3101.17,3271.12,54562572756.0,18248.1
2020-08-01,1.309645,1.67677177,32.64975960762615,540078,-4.9,1.0731986,6975892.25,-0.407134,8.4,44.74,3288.26,3514.77,3284.53,3500.31,46177493853.0,18315.1
2020-09-01,1.371325,1.5827644,10.139649890999774,551871,-2.9,1.1089133,7048374.2,-0.34333693,7.9,40.91,3507.44,3588.11,3209.45,3363.0,55380479265.0,18538.7
2020-10-01,1.182066,1.39703767,-3.822217091074299,550049,-2.1,1.136073,7137411.5,-0.29173845,6.9,40.19,3385.87,3549.85,3233.94,3269.96,51343018839.0,18684.8
2020-11-01,1.174536,1.42002946,-5.221313324797499,543834,-0.7,1.1655101,7198114.0,-0.21395564,6.7,42.69,3296.2,3645.99,3279.74,3621.63,53383778247.0,18975.4
2020-12-01,1.362005,1.64952129,3.5010309949052303,542942,1.5,1.1646201,7319010.8,-0.23232146,6.7,49.99,3645.87,3760.2,3633.4,3756.07,50112740410.0,19242.2
2021-01-01,1.39977,1.4460926,10.22498215030204,572822,5.5,1.1682306,7372161.25,-0.23501721,6.3,54.77,3764.61,3870.9,3662.71,3714.24,51489765477.0,19366.9
2021-02-01,1.676215,1.67548668,4.600718025112178,562686,13.9,1.1722263,7500084.0,-0.2308238,6.2,62.28,3731.17,3950.43,3725.62,3811.15,45493827602.0,19518.8
2021-03-01,2.619762,1.51383809,13.447574727858717,625731,21.9,1.2057374,7647908.2,0.01250687,6.1,65.41,3842.51,3994.41,3723.34,3972.89,61352199992.0,19940.5
2021-04-01,4.159695,1.75471736,6.581909907152124,625764,32.4,1.2015461,7775974.0,0.11804694,6.1,64.81,3992.78,4218.78,3992.78,4181.17,44703408278.0,20263.6
2021-05-01,4.992707,1.86820734,3.976025816692693,622921,36.3,1.1745436,7866893.25,0.03694758,5.8,68.53,4191.98,4238.04,4056.88,4204.11,44812615473.0,20311.4
2021-06-01,5.391451,2.05518859,1.7359693697985399,628881,37.7,1.1466392,8026555.2,-0.00566485,5.9,73.16,4216.52,4302.43,4164.4,4297.5,45553300904.0,20431.6
2021-07-01,5.365475,2.07311612,1.4506376513806833,619014,38.85,1.1560817,8190356.75,0.03504108,5.4,75.17,4300.73,4429.97,4233.13,4395.26,41975109793.0,20556.2
2021-08-01,5.251272,2.46241259,2.6628727158249603,624963,39.115,1.1061539,8291893.25,-0.26101879,5.2,70.75,4406.86,4537.36,4367.73,4522.68,41027638006.0,20749.0
2021-09-01,5.390349,2.68413713,6.448031803525357,631563,40.178,1.1518996,8418612.4,-0.19473087,4.8,74.49,4528.8,4545.85,4305.91,4307.54,43229019964.0,20922.0
2021-10-01,6.221869,1.85436755,10.44940967228118,640524,43.965,1.1640596,8516524.5,0.08790114,4.5,83.54,4317.16,4608.08,4278.94,4605.38,41619724648.0,21088.3
2021-11-01,6.809003,2.4798405,7.094424656868611,646132,44.987,1.1802303,8648682.25,0.16399788,4.2,81.05,4610.62,4743.83,4560.0,4567.0,47312253989.0,21323.7
2021-12-01,7.036403,2.62030861,-0.5604995509193054,639273,40.838,1.1718709,8723909.4,0.09168917,3.9,74.17,4602.82,4808.93,4495.12,4766.18,50024560087.0,21647.9
2022-01-01,7.479873,2.24175848,-4.532638219173657,650682,41.653,1.2068075,8820579.5,0.3194951,4.0,86.51,4778.14,4818.62,4222.62,4515.55,54796994735.0,21628.4
2022-02-01,7.871064,2.62741883,-3.129839002315619,659782,42.06,1.2171895,8897595.5,0.44159289,3.8,97.13,4519.57,4595.31,4114.65,4373.94,50746267442.0,21582.3
2022-03-01,8.542456,3.05769883,-0.9196493676886104,671904,45.014,1.1623305,8933825.0,0.34708992,3.6,117.25,4363.14,4637.3,4157.87,4530.41,61901084404.0,21855.9
2022-04-01,8.25863,3.39290341,-0.7402858771027079,674719,47.41,1.4173954,8949532.25,0.94940027,3.6,104.58,4540.32,4593.45,4124.28,4131.93,49207871214.0,21849.0
2022-05-01,8.581511,3.63465785,0.21727060836616108,677115,48.351,1.4372574,8935539.75,1.20389776,3.6,113.34,4130.61,4307.66,3810.32,4132.15,55290922873.0,21552.3
2022-06-01,9.059758,4.22671337,1.547941327926317,684084,51.351,1.3482276,8922724.6,1.02509351,3.6,122.71,4149.78,4177.51,3636.87,3785.38,52940189186.0,21578.6
2022-07-01,8.524815,3.3092777,3.8455941050266818,681108,40.424,1.3112157,8894233.75,1.06217493,3.5,111.93,3781.0,4140.15,3721.56,4130.29,44918196307.0,21577.8
2022-08-01,8.262692,3.37713165,4.489077339841703,685685,36.131,1.2694036,8856209.8,0.8556253,3.7,100.45,4112.38,4325.28,3954.53,3955.0,46920810234.278,21551.5
2022-09-01,8.20167,4.17914969,4.899972079279857,684538,32.22,1.3973509,8816882.25,1.20424868,3.5,89.76,3936.73,4119.28,3584.13,3585.62,53105767851.071,21473.4
2022-10-01,7.745427,2.88195932,3.39183841396518,691844,24.596,1.4823361,8746258.5,1.79733203,3.7,93.33,3609.78,3905.42,3491.58,3871.98,56786538055.0,21380.1
2022-11-01,7.110323,3.23904839,-0.0638290386631315,684411,19.87,1.4993449,8637468.4,1.93071305,3.6,91.42,3901.79,4080.11,3698.15,4080.11,52309036745.0,21378.7
